Continente,Pais,Nome,Liga,Categoria
Europa,Turquia,Adanaspor,1. Lig,Segunda Divisao
Europa,Turquia,Altay,1. Lig,Segunda Divisao
Europa,Turquia,Erzurumspor,1. Lig,Segunda Divisao
Europa,Turquia,Sanliurfaspor,1. Lig,Segunda Divisao
Europa,Turquia,Umraniyespor,1. Lig,Segunda Divisao
Europa,Turquia,Keciorengucu,1. Lig,Segunda Divisao
Europa,Turquia,Altinordu,1. Lig,Segunda Divisao
Europa,Turquia,Pendikspor,1. Lig,Segunda Divisao
Europa,Turquia,Bucaspor,1. Lig,Segunda Divisao
Europa,Grecia,AEK B,Super League 2,Segunda Divisao
Europa,Grecia,PAOK B,Super League 2,Segunda Divisao
Europa,Grecia,Olympiacos B,Super League 2,Segunda Divisao
Europa,Grecia,Apollon Larissa,Super League 2,Segunda Divisao
Europa,Grecia,Diagoras,Super League 2,Segunda Divisao
Europa,Grecia,Panserraikos,Super League 2,Segunda Divisao
Europa,Grecia,Kallithea,Super League 2,Segunda Divisao
Europa,Grecia,Ionikos,Super League 2,Segunda Divisao
Europa,Grecia,Chania,Super League 2,Segunda Divisao
Europa,Grecia,Niki Volos,Super League 2,Segunda Divisao
Europa,Romenia,CSA Steaua Bucuresti,Liga II,Segunda Divisao
Europa,Romenia,CSM Slatina,Liga II,Segunda Divisao
Europa,Romenia,Concordia Chiajna,Liga II,Segunda Divisao
Europa,Romenia,CSC Dumbravita,Liga II,Segunda Divisao
Europa,Romenia,Metaloglobus,Liga II,Segunda Divisao
Europa,Romenia,Gloria Buzau,Liga II,Segunda Divisao
Europa,Romenia,Unirea Slobozia,Liga II,Segunda Divisao
Europa,Romenia,Viitorul Pandurii,Liga II,Segunda Divisao
Europa,Romenia,Campionii FC Arges,Liga II,Segunda Divisao
Europa,Romenia,Corvinul Hunedoara,Liga II,Segunda Divisao
Europa,Polonia,Wisla Krakow,I Liga,Segunda Divisao
Europa,Polonia,Arka Gdynia,I Liga,Segunda Divisao
Europa,Polonia,Miedz Legnica,I Liga,Segunda Divisao
Europa,Polonia,Zaglebie Sosnowiec,I Liga,Segunda Divisao
Europa,Polonia,GKS Katowice,I Liga,Segunda Divisao
Europa,Polonia,Odra Opole,I Liga,Segunda Divisao
Europa,Polonia,Gornik Leczna,I Liga,Segunda Divisao
Europa,Polonia,Stal Rzeszow,I Liga,Segunda Divisao
Europa,Polonia,Znicz Pruszkow,I Liga,Segunda Divisao
Europa,Polonia,Podbeskidzie,I Liga,Segunda Divisao
America do Sul,Brasil,Atletico Mineiro,Serie A,Profissional
America do Sul,Brasil,Bahia,Serie A,Profissional
America do Sul,Brasil,Botafogo,Serie A,Profissional
America do Sul,Brasil,Bragantino,Serie A,Profissional
America do Sul,Brasil,Corinthians,Serie A,Profissional
America do Sul,Brasil,Coritiba,Serie A,Profissional
America do Sul,Brasil,Cruzeiro,Serie A,Profissional
America do Sul,Brasil,Cuiaba,Serie A,Profissional
America do Sul,Brasil,Flamengo,Serie A,Profissional
America do Sul,Brasil,Fluminense,Serie A,Profissional
America do Sul,Brasil,Fortaleza,Serie A,Profissional
America do Sul,Brasil,Goias,Serie A,Profissional
America do Sul,Brasil,Gremio,Serie A,Profissional
America do Sul,Brasil,Internacional,Serie A,Profissional
America do Sul,Brasil,Palmeiras,Serie A,Profissional
America do Sul,Brasil,Santos,Serie A,Profissional
America do Sul,Brasil,Sao Paulo,Serie A,Profissional
America do Sul,Brasil,Vasco,Serie A,Profissional
America do Sul,Brasil,Atletico Paranaense,Serie A,Profissional
America do Sul,Brasil,America Mineiro,Serie A,Profissional
America do Sul,Argentina,River Plate,Liga Profesional,Profissional
America do Sul,Argentina,Boca Juniors,Liga Profesional,Profissional
America do Sul,Argentina,Racing Club,Liga Profesional,Profissional
America do Sul,Argentina,Independiente,Liga Profesional,Profissional
America do Sul,Argentina,San Lorenzo,Liga Profesional,Profissional
America do Sul,Argentina,Huracan,Liga Profesional,Profissional
America do Sul,Argentina,Estudiantes,Liga Profesional,Profissional
America do Sul,Argentina,Gimnasia,Liga Profesional,Profissional
America do Sul,Argentina,Lanus,Liga Profesional,Profissional
America do Sul,Argentina,Velez Sarsfield,Liga Profesional,Profissional
America do Sul,Argentina,Newells Old Boys,Liga Profesional,Profissional
America do Sul,Argentina,Rosario Central,Liga Profesional,Profissional
America do Sul,Argentina,Argentinos Juniors,Liga Profesional,Profissional
America do Sul,Argentina,Banfield,Liga Profesional,Profissional
America do Sul,Argentina,Tigre,Liga Profesional,Profissional
America do Sul,Argentina,Defensa y Justicia,Liga Profesional,Profissional
America do Sul,Argentina,Arsenal,Liga Profesional,Profissional
America do Sul,Argentina,Platense,Liga Profesional,Profissional
America do Sul,Argentina,Sarmiento,Liga Profesional,Profissional
America do Sul,Argentina,Barracas Central,Liga Profesional,Profissional
America do Sul,Argentina,Central Cordoba,Liga Profesional,Profissional
America do Sul,Argentina,Union,Liga Profesional,Profissional
America do Sul,Argentina,Colon,Liga Profesional,Profissional
America do Sul,Argentina,Godoy Cruz,Liga Profesional,Profissional
America do Sul,Argentina,Instituto,Liga Profesional,Profissional
America do Sul,Argentina,Talleres,Liga Profesional,Profissional
America do Sul,Argentina,Belgrano,Liga Profesional,Profissional
America do Sul,Argentina,Atletico Tucuman,Liga Profesional,Profissional
America do Sul,Colombia,Atletico Nacional,Primera A,Profissional
America do Sul,Colombia,Millonarios,Primera A,Profissional
America do Sul,Colombia,Independiente Santa Fe,Primera A,Profissional
America do Sul,Colombia,America de Cali,Primera A,Profissional
America do Sul,Colombia,Junior,Primera A,Profissional
America do Sul,Colombia,Deportivo Cali,Primera A,Profissional
America do Sul,Colombia,Once Caldas,Primera A,Profissional
America do Sul,Colombia,Deportes Tolima,Primera A,Profissional
America do Sul,Colombia,Atletico Bucaramanga,Primera A,Profissional
America do Sul,Colombia,Rionegro Aguilas,Primera A,Profissional
America do Sul,Colombia,La Equidad,Primera A,Profissional
America do Sul,Colombia,Envigado,Primera A,Profissional
America do Sul,Colombia,Alianza Petrolera,Primera A,Profissional
America do Sul,Colombia,Deportivo Pasto,Primera A,Profissional
America do Sul,Colombia,Jaguares de Cordoba,Primera A,Profissional
America do Sul,Colombia,Union Magdalena,Primera A,Profissional
America do Sul,Colombia,Boyaca Chico,Primera A,Profissional
America do Sul,Colombia,Deportivo Pereira,Primera A,Profissional
America do Sul,Colombia,Fortaleza CEIF,Primera A,Profissional
America do Sul,Colombia,Atletico Huila,Primera A,Profissional
America do Sul,Venezuela,Caracas FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Deportivo Tachira,Liga FUTVE,Profissional
America do Sul,Venezuela,Monagas SC,Liga FUTVE,Profissional
America do Sul,Venezuela,Zamora FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Estudiantes de Merida,Liga FUTVE,Profissional
America do Sul,Venezuela,Metropolitanos,Liga FUTVE,Profissional
America do Sul,Venezuela,Mineros de Guayana,Liga FUTVE,Profissional
America do Sul,Venezuela,Academia Puerto Cabello,Liga FUTVE,Profissional
America do Sul,Venezuela,Aragua FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Deportivo La Guaira,Liga FUTVE,Profissional
America do Sul,Venezuela,Portuguesa FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Llaneros de Guanare,Liga FUTVE,Profissional
America do Sul,Venezuela,Angostura FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Rayo Zuliano,Liga FUTVE,Profissional
America do Sul,Venezuela,Hermanos Colmenarez,Liga FUTVE,Profissional
America do Sul,Venezuela,UCV FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Zulia FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Trujillanos FC,Liga FUTVE,Profissional
America do Sul,Venezuela,Gran Valencia,Liga FUTVE,Profissional
America do Sul,Venezuela,Atletico Venezuela,Liga FUTVE,Profissional
America do Sul,Equador,Barcelona SC,LigaPro,Profissional
America do Sul,Equador,Emelec,LigaPro,Profissional
America do Sul,Equador,LDU Quito,LigaPro,Profissional
America do Sul,Equador,Independiente del Valle,LigaPro,Profissional
America do Sul,Equador,Universidad Catolica,LigaPro,Profissional
America do Sul,Equador,Aucas,LigaPro,Profissional
America do Sul,Equador,Deportivo Cuenca,LigaPro,Profissional
America do Sul,Equador,Mushuc Runa,LigaPro,Profissional
America do Sul,Equador,Orense,LigaPro,Profissional
America do Sul,Equador,Cumbaya FC,LigaPro,Profissional
America do Sul,Equador,Guayaquil City,LigaPro,Profissional
America do Sul,Equador,Libertad FC,LigaPro,Profissional
America do Sul,Paraguai,Cerro Porteno,Primera Division,Profissional
America do Sul,Paraguai,Olimpia,Primera Division,Profissional
America do Sul,Paraguai,Libertad,Primera Division,Profissional
America do Sul,Paraguai,Nacional Asuncion,Primera Division,Profissional
America do Sul,Paraguai,Guarani,Primera Division,Profissional
America do Sul,Paraguai,Sol de America,Primera Division,Profissional
America do Sul,Paraguai,Sportivo Luqueno,Primera Division,Profissional
America do Sul,Paraguai,General Caballero,Primera Division,Profissional
America do Sul,Paraguai,Resistencia SC,Primera Division,Profissional
America do Sul,Paraguai,Guairena FC,Primera Division,Profissional
America do Sul,Bolivia,The Strongest,Division Profesional,Profissional
America do Sul,Bolivia,Bolivar,Division Profesional,Profissional
America do Sul,Bolivia,Always Ready,Division Profesional,Profissional
America do Sul,Bolivia,Blooming,Division Profesional,Profissional
America do Sul,Bolivia,Oriente Petrolero,Division Profesional,Profissional
America do Sul,Bolivia,Guabira,Division Profesional,Profissional
America do Sul,Bolivia,Aurora,Division Profesional,Profissional
America do Sul,Bolivia,Real Santa Cruz,Division Profesional,Profissional
America do Sul,Bolivia,Universitario de Vinto,Division Profesional,Profissional
America do Sul,Bolivia,Libertad Gran Mamore,Division Profesional,Profissional
America do Sul,Uruguai,Nacional,Primera Division,Profissional
America do Sul,Uruguai,Penarol,Primera Division,Profissional
America do Sul,Uruguai,Defensor Sporting,Primera Division,Profissional
America do Sul,Uruguai,Danubio,Primera Division,Profissional
America do Sul,Uruguai,Liverpool Montevideo,Primera Division,Profissional
America do Sul,Uruguai,River Plate Montevideo,Primera Division,Profissional
America do Sul,Uruguai,Fenix,Primera Division,Profissional
America do Sul,Uruguai,Boston River,Primera Division,Profissional
America do Sul,Uruguai,Wanderers,Primera Division,Profissional
America do Sul,Uruguai,Cerro Largo,Primera Division,Profissional
America do Sul,Peru,Alianza Lima,Liga 1,Profissional
America do Sul,Peru,Universitario,Liga 1,Profissional
America do Sul,Peru,Sporting Cristal,Liga 1,Profissional
America do Sul,Peru,Cienciano,Liga 1,Profissional
America do Sul,Peru,UTC,Liga 1,Profissional
America do Sul,Peru,ADT Tarma,Liga 1,Profissional
America do Sul,Peru,Melgar,Liga 1,Profissional
America do Sul,Peru,Sport Boys,Liga 1,Profissional
America do Sul,Peru,Deportivo Garcilaso,Liga 1,Profissional
America do Sul,Peru,Binacional,Liga 1,Profissional
America do Sul,Chile,Colo-Colo,Campeonato Nacional,Profissional
America do Sul,Chile,Universidad de Chile,Campeonato Nacional,Profissional
America do Sul,Chile,Universidad Catolica,Campeonato Nacional,Profissional
America do Sul,Chile,Union Espanola,Campeonato Nacional,Profissional
America do Sul,Chile,Audax Italiano,Campeonato Nacional,Profissional
America do Sul,Chile,Palestino,Campeonato Nacional,Profissional
America do Sul,Chile,O'Higgins,Campeonato Nacional,Profissional
America do Sul,Chile,Cobresal,Campeonato Nacional,Profissional
America do Sul,Chile,Huachipato,Campeonato Nacional,Profissional
America do Sul,Chile,Curico Unido,Campeonato Nacional,Profissional
America do Sul,Chile,Coquimbo Unido,Campeonato Nacional,Profissional
America do Sul,Chile,Everton,Campeonato Nacional,Profissional
America do Sul,Chile,Nublense,Campeonato Nacional,Profissional
America do Sul,Chile,Magallanes,Campeonato Nacional,Profissional
America do Sul,Chile,Union La Calera,Campeonato Nacional,Profissional
America do Sul,Chile,Deportes Copiapo,Campeonato Nacional,Profissional
America do Sul,Guiana,Fruta Conquerors,GFF Elite League,Profissional
America do Sul,Guiana,Western Tigers,GFF Elite League,Profissional
America do Sul,Guiana,Guyana Defence Force,GFF Elite League,Profissional
America do Sul,Guiana,Alpha United,GFF Elite League,Profissional
America do Sul,Guiana,Pele FC,GFF Elite League,Profissional
America do Sul,Suriname,Robinhood,SVB Eerste Divisie,Profissional
America do Sul,Suriname,Inter Moengotapoe,SVB Eerste Divisie,Profissional
America do Sul,Suriname,Leo Victor,SVB Eerste Divisie,Profissional
America do Sul,Suriname,Transvaal,SVB Eerste Divisie,Profissional
America do Sul,Suriname,Notch,SVB Eerste Divisie,Profissional
America do Sul,Brasil,Amazonas FC,Serie B,Segunda Divisao
America do Sul,Brasil,America-MG,Serie B,Segunda Divisao
America do Sul,Brasil,Avai,Serie B,Segunda Divisao
America do Sul,Brasil,Botafogo-SP,Serie B,Segunda Divisao
America do Sul,Brasil,Brusque,Serie B,Segunda Divisao
America do Sul,Brasil,Ceara,Serie B,Segunda Divisao
America do Sul,Brasil,Chapecoense,Serie B,Segunda Divisao
America do Sul,Brasil,CRB,Serie B,Segunda Divisao
America do Sul,Brasil,Goias,Serie B,Segunda Divisao
America do Sul,Brasil,Guarani,Serie B,Segunda Divisao
America do Sul,Brasil,Ituano,Serie B,Segunda Divisao
America do Sul,Brasil,Mirassol,Serie B,Segunda Divisao
America do Sul,Brasil,Novorizontino,Serie B,Segunda Divisao
America do Sul,Brasil,Operario Ferroviario,Serie B,Segunda Divisao
America do Sul,Brasil,Paysandu,Serie B,Segunda Divisao
America do Sul,Brasil,Ponte Preta,Serie B,Segunda Divisao
America do Sul,Brasil,Santos,Serie B,Segunda Divisao
America do Sul,Brasil,Sport Recife,Serie B,Segunda Divisao
America do Sul,Brasil,Vila Nova,Serie B,Segunda Divisao
America do Sul,Brasil,Coritiba,Serie B,Segunda Divisao
America do Sul,Argentina,San Martin de Tucuman,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Atletico de Rafaela,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Chacarita Juniors,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Gimnasia y Esgrima de Mendoza,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Temperley,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Almagro,Primera Nacional,Segunda Divisao
America do Sul,Argentina,San Telmo,Primera Nacional,Segunda Divisao
America do Sul,Argentina,All Boys,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Agropecuario,Primera Nacional,Segunda Divisao
America do Sul,Argentina,Estudiantes de Buenos Aires,Primera Nacional,Segunda Divisao
America do Sul,Peru,Juan Aurich,Liga 2,Segunda Divisao
America do Sul,Peru,Santos FC (Nazca),Liga 2,Segunda Divisao
America do Sul,Peru,Comerciantes Unidos,Liga 2,Segunda Divisao
America do Sul,Peru,Alianza Universidad,Liga 2,Segunda Divisao
America do Sul,Peru,Los Chankas,Liga 2,Segunda Divisao
America do Sul,Chile,Santiago Morning,Primera B,Segunda Divisao
America do Sul,Chile,Deportes Temuco,Primera B,Segunda Divisao
America do Sul,Chile,San Luis,Primera B,Segunda Divisao
America do Sul,Chile,Barnechea,Primera B,Segunda Divisao
America do Sul,Chile,Cobreloa,Primera B,Segunda Divisao
America do Sul,Colombia,Real Cartagena,Primera B,Segunda Divisao
America do Sul,Colombia,Bogota FC,Primera B,Segunda Divisao
America do Sul,Colombia,Llaneros FC,Primera B,Segunda Divisao
America do Sul,Colombia,Valledupar FC,Primera B,Segunda Divisao
America do Sul,Colombia,Barranquilla FC,Primera B,Segunda Divisao
America do Sul,Colombia,Tigres FC,Primera B,Segunda Divisao
America do Sul,Colombia,Orsomarso SC,Primera B,Segunda Divisao
America do Sul,Colombia,Cortulua,Primera B,Segunda Divisao
America do Sul,Colombia,Fortaleza CEIF,Primera B,Segunda Divisao
America do Sul,Colombia,Leones FC,Primera B,Segunda Divisao
America do Sul,Venezuela,Urena SC,Segunda Division,Segunda Divisao
America do Sul,Venezuela,Yaracuyanos FC,Segunda Division,Segunda Divisao
America do Sul,Venezuela,Petroleros de Anzoategui,Segunda Division,Segunda Divisao
America do Sul,Venezuela,Deportivo Petare,Segunda Division,Segunda Divisao
America do Sul,Venezuela,Gran Valencia,Segunda Division,Segunda Divisao
America do Sul,Equador,Macara,Serie B,Segunda Divisao
America do Sul,Equador,Independiente Juniors,Serie B,Segunda Divisao
America do Sul,Equador,Imbabura SC,Serie B,Segunda Divisao
America do Sul,Equador,Chacaritas FC,Serie B,Segunda Divisao
America do Sul,Equador,Buhos ULVR FC,Serie B,Segunda Divisao
America do Sul,Bolivia,Fancesa,Copa Simon Bolivar,Segunda Divisao
America do Sul,Bolivia,Sur-Car,Copa Simon Bolivar,Segunda Divisao
America do Sul,Bolivia,EM Huanuni,Copa Simon Bolivar,Segunda Divisao
America do Sul,Bolivia,Real Mizque,Copa Simon Bolivar,Segunda Divisao
America do Sul,Bolivia,Municipal Tiquipaya,Copa Simon Bolivar,Segunda Divisao
America do Sul,Uruguai,Cerro,Segunda Division,Segunda Divisao
America do Sul,Uruguai,Rampla Juniors,Segunda Division,Segunda Divisao
America do Sul,Uruguai,Central Espanol,Segunda Division,Segunda Divisao
America do Sul,Uruguai,Villa Teresa,Segunda Division,Segunda Divisao
America do Sul,Uruguai,Tacuarembo,Segunda Division,Segunda Divisao
America Central,Mexico,Club America,Liga MX,Profissional
America Central,Mexico,Chivas Guadalajara,Liga MX,Profissional
America Central,Mexico,Monterrey,Liga MX,Profissional
America Central,Mexico,Tigres UANL,Liga MX,Profissional
America Central,Mexico,Cruz Azul,Liga MX,Profissional
America Central,Mexico,Pumas UNAM,Liga MX,Profissional
America Central,Mexico,Toluca,Liga MX,Profissional
America Central,Mexico,Pachuca,Liga MX,Profissional
America Central,Mexico,Leon,Liga MX,Profissional
America Central,Mexico,Santos Laguna,Liga MX,Profissional
America Central,Mexico,Tijuana,Liga MX,Profissional
America Central,Mexico,Queretaro,Liga MX,Profissional
America Central,Mexico,Atletico San Luis,Liga MX,Profissional
America Central,Mexico,Mazatlan FC,Liga MX,Profissional
America Central,Mexico,Necaxa,Liga MX,Profissional
America Central,Mexico,Juarez FC,Liga MX,Profissional
America Central,Mexico,Lobos BUAP,Liga MX,Profissional
America Central,Mexico,Zacatepec,Liga MX,Profissional
America Central,Costa Rica,Deportivo Saprissa,Liga FPD,Profissional
America Central,Costa Rica,LD Alajuelense,Liga FPD,Profissional
America Central,Costa Rica,Herediano,Liga FPD,Profissional
America Central,Costa Rica,San Carlos,Liga FPD,Profissional
America Central,Costa Rica,Cartagines,Liga FPD,Profissional
America Central,Costa Rica,Municipal Grecia,Liga FPD,Profissional
America Central,Costa Rica,Guadalupe FC,Liga FPD,Profissional
America Central,Costa Rica,Jicaral,Liga FPD,Profissional
America Central,Costa Rica,Perez Zeledon,Liga FPD,Profissional
America Central,Costa Rica,Limon FC,Liga FPD,Profissional
America Central,Costa Rica,Santos de Guapiles,Liga FPD,Profissional
America Central,Costa Rica,Sporting San Jose,Liga FPD,Profissional
America Central,El Salvador,Alianza FC,Primera Division,Profissional
America Central,El Salvador,CD FAS,Primera Division,Profissional
America Central,El Salvador,CD Aguila,Primera Division,Profissional
America Central,El Salvador,Isidro Metapan,Primera Division,Profissional
America Central,El Salvador,Santa Tecla FC,Primera Division,Profissional
America Central,El Salvador,Jocoro FC,Primera Division,Profissional
America Central,El Salvador,Once Deportivo,Primera Division,Profissional
America Central,El Salvador,Limeno,Primera Division,Profissional
America Central,El Salvador,Fuerte San Francisco,Primera Division,Profissional
America Central,El Salvador,Dragon,Primera Division,Profissional
America Central,El Salvador,Platense,Primera Division,Profissional
America Central,El Salvador,Municipal Limeno,Primera Division,Profissional
America Central,Guatemala,Municipal,Liga Nacional,Profissional
America Central,Guatemala,Comunicaciones,Liga Nacional,Profissional
America Central,Guatemala,Xelaju,Liga Nacional,Profissional
America Central,Guatemala,Coban Imperial,Liga Nacional,Profissional
America Central,Guatemala,Antigua GFC,Liga Nacional,Profissional
America Central,Guatemala,Malacateco,Liga Nacional,Profissional
America Central,Guatemala,Guastatoya,Liga Nacional,Profissional
America Central,Guatemala,Achuapa,Liga Nacional,Profissional
America Central,Guatemala,Iztapa,Liga Nacional,Profissional
America Central,Guatemala,Mixco,Liga Nacional,Profissional
America Central,Guatemala,Santa Lucia Cotzumalguapa,Liga Nacional,Profissional
America Central,Guatemala,Xinabajul,Liga Nacional,Profissional
America Central,Honduras,Olimpia,Liga Nacional,Profissional
America Central,Honduras,Motagua,Liga Nacional,Profissional
America Central,Honduras,Real Espana,Liga Nacional,Profissional
America Central,Honduras,Marathon,Liga Nacional,Profissional
America Central,Honduras,Vida,Liga Nacional,Profissional
America Central,Honduras,Victoria,Liga Nacional,Profissional
America Central,Honduras,Lobos UPNFM,Liga Nacional,Profissional
America Central,Honduras,Real Sociedad,Liga Nacional,Profissional
America Central,Honduras,Genesis,Liga Nacional,Profissional
America Central,Honduras,Olancho FC,Liga Nacional,Profissional
America Central,Nicaragua,Real Esteli,Liga Primera,Profissional
America Central,Nicaragua,Diriangen,Liga Primera,Profissional
America Central,Nicaragua,Walter Ferretti,Liga Primera,Profissional
America Central,Nicaragua,Managua FC,Liga Primera,Profissional
America Central,Nicaragua,UNAN Managua,Liga Primera,Profissional
America Central,Nicaragua,Deportivo Ocotal,Liga Primera,Profissional
America Central,Nicaragua,Juventus Managua,Liga Primera,Profissional
America Central,Nicaragua,ART Jalapa,Liga Primera,Profissional
America Central,Nicaragua,Matagalpa FC,Liga Primera,Profissional
America Central,Nicaragua,Masachapa,Liga Primera,Profissional
America Central,Panama,Tauro FC,Liga Panamena,Profissional
America Central,Panama,Plaza Amador,Liga Panamena,Profissional
America Central,Panama,Arabe Unido,Liga Panamena,Profissional
America Central,Panama,Alianza FC,Liga Panamena,Profissional
America Central,Panama,San Francisco FC,Liga Panamena,Profissional
America Central,Panama,CAI La Chorrera,Liga Panamena,Profissional
America Central,Panama,Sporting San Miguelito,Liga Panamena,Profissional
America Central,Panama,Universitario,Liga Panamena,Profissional
America Central,Panama,Veraguas United,Liga Panamena,Profissional
America Central,Panama,Herrera FC,Liga Panamena,Profissional
America Central,Belize,Verdes FC,Premier League,Profissional
America Central,Belize,Belmopan Bandits,Premier League,Profissional
America Central,Belize,San Pedro Pirates,Premier League,Profissional
America Central,Belize,Altitude FC,Premier League,Profissional
America Central,Belize,Wagiya SC,Premier League,Profissional
America Central,Belize,Police United,Premier League,Profissional
America Central,Belize,Progresso FC,Premier League,Profissional
America Central,Belize,Port Layola FC,Premier League,Profissional
America Central,Mexico,Atlante,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Celaya FC,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Leones Negros,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Venados FC,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Tapatio,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Cancun FC,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Correcaminos UAT,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Mineros de Zacatecas,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Alebrijes de Oaxaca,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Tlaxcala FC,Liga de Expansion MX,Segunda Divisao
America Central,Costa Rica,Escorpiones de Belen,Segunda Division,Segunda Divisao
America Central,Costa Rica,Puerto Golfito FC,Segunda Division,Segunda Divisao
America Central,Costa Rica,Carmelita,Segunda Division,Segunda Divisao
America Central,Costa Rica,Marineros FC,Segunda Division,Segunda Divisao
America Central,Costa Rica,Cariari Pococi,Segunda Division,Segunda Divisao
America Central,El Salvador,El Roble,Segunda Division,Segunda Divisao
America Central,El Salvador,AD Juayua,Segunda Division,Segunda Divisao
America Central,El Salvador,Turin FC,Segunda Division,Segunda Divisao
America Central,El Salvador,CD UDET,Segunda Division,Segunda Divisao
America Central,El Salvador,CD Platense,Segunda Division,Segunda Divisao
America Central,Guatemala,Solola FC,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Aurora FC,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,CSD Sayaxche,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,San Pedro FC,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Puerto San Jose,Primera Division de Ascenso,Segunda Divisao
America Central,Honduras,Parrillas One,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Atletico Choloma,Liga de Ascenso,Segunda Divisao
America Central,Honduras,CD Broncos,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Independiente FC,Liga de Ascenso,Segunda Divisao
America Central,Honduras,CD Arsenal,Liga de Ascenso,Segunda Divisao
America Central,Panama,SD Panama Oeste,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,CD Centenario,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,New York FC (Panama),Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,Panama Viejo FC,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,San Martin FC,Liga Nacional de Ascenso,Segunda Divisao
America Central,Mexico,Tepatitlan FC,Liga de Expansion MX,Segunda Divisao
America Central,Mexico,Durango,Liga de Expansao MX,Segunda Divisao
America Central,Mexico,Raya2 Expansion,Liga de Expansao MX,Segunda Divisao
America Central,Mexico,Pumas Tabasco,Liga de Expansao MX,Segunda Divisao
America Central,Mexico,Morelia,Liga de Expansao MX,Segunda Divisao
America Central,Costa Rica,Liberia,Segunda Division,Segunda Divisao
America Central,Costa Rica,Sarchi FC,Segunda Division,Segunda Divisao
America Central,Costa Rica,Santa Ana FC,Segunda Division,Segunda Divisao
America Central,Costa Rica,Turrialba FC,Segunda Division,Segunda Divisao
America Central,Costa Rica,Aserri FC,Segunda Division,Segunda Divisao
America Central,El Salvador,Topiltzin,Segunda Division,Segunda Divisao
America Central,El Salvador,El Vencedor,Segunda Division,Segunda Divisao
America Central,El Salvador,Cacahuatique,Segunda Division,Segunda Divisao
America Central,El Salvador,CD Liberal,Segunda Division,Segunda Divisao
America Central,El Salvador,Racing Junior,Segunda Divisao,Segunda Divisao
America Central,Guatemala,Chiantla,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Barillas,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Coatepeque,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Chimaltenango FC,Primera Division de Ascenso,Segunda Divisao
America Central,Guatemala,Jalapa,Primera Division de Ascenso,Segunda Divisao
America Central,Honduras,Social Sol,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Valle FC,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Lepaera FC,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Atletico Pinares,Liga de Ascenso,Segunda Divisao
America Central,Honduras,Trujillo FC,Liga de Ascenso,Segunda Divisao
America Central,Panama,Panama City FC,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,Chepo FC,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,Atletico Nacional,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,Costa del Este B,Liga Nacional de Ascenso,Segunda Divisao
America Central,Panama,Don Bosco FC,Liga Nacional de Ascenso,Segunda Divisao
America do Norte,EUA,Atlanta United,MLS,Profissional
America do Norte,EUA,Austin FC,MLS,Profissional
America do Norte,EUA,Charlotte FC,MLS,Profissional
America do Norte,EUA,Chicago Fire,MLS,Profissional
America do Norte,EUA,FC Cincinnati,MLS,Profissional
America do Norte,EUA,Colorado Rapids,MLS,Profissional
America do Norte,EUA,Columbus Crew,MLS,Profissional
America do Norte,EUA,DC United,MLS,Profissional
America do Norte,EUA,FC Dallas,MLS,Profissional
